category,subcategory,goal,pledged,success
Food,Vegan,5555.0,6340.0,True
Music,Electronic Music,1595.0,103.0,False
Games,Puzzles,0.0,0.0,False
Art,Art,5000.0,720.0,False
Music,World Music,25000.0,350.0,False
Publishing,Children's Books,2000.0,3471.0,True
Technology,Technology,25000.0,5207.0,False
Theater,Immersive,1700.0,1707.0,True
Crafts,Crafts,1000.0,32.0,False
Games,Playing Cards,3400.0,13034.0,True
Film & Video,Horror,15000.0,22620.0,True
Music,Pop,12000.0,305.0,False
Food,Food,5500.0,5565.0,True
Film & Video,Romance,2000.0,0.0,False
Film & Video,Movie Theaters,65000.0,1581.0,False
Fashion,Fashion,10000.0,5.0,False
Photography,Fine Art,45000.0,0.0,False
Games,Mobile Games,2600.0,0.0,False
Music,Pop,10000.0,10001.0,True
Design,Interactive Design,260.0,425.0,True
Theater,Plays,50000.0,20.0,False
Film & Video,Webseries,50000.0,25.0,False
Publishing,Academic,5000.0,350.0,False
Film & Video,Horror,20000.0,31636.0,True
Art,Installations,15000.0,1.0,False
Film & Video,Drama,4623.0,0.0,False
Art,Social Practice,13500.0,445.8,False
Music,R&B,3000.0,3045.0,True
Food,Farmer's Markets,2500.0,121.0,False
Games,Games,45000.0,0.0,False
Technology,Wearables,1000.0,138120.98,True
Games,Live Games,440.0,440.0,True
Comics,Events,0.0,0.0,False
Film & Video,Webseries,500.0,3083.0,True
Film & Video,Science Fiction,200000.0,57.0,False
Design,Toys,2200.0,5681.0,True
Technology,Robots,6400.0,6864.0,True
Film & Video,Horror,250.0,510.0,True
Food,Food Trucks,0.0,0.0,False
Crafts,Glass,500.0,1190.0,True
Publishing,Poetry,3200.0,28.0,False
Film & Video,Fantasy,4000.0,4415.0,True
Photography,Fine Art,10000.0,13307.0,True
Technology,Apps,25000.0,26.0,False
Publishing,Poetry,1000.0,1054.29,True
Art,Digital Art,400.0,1214.0,True
Technology,Makerspaces,2000.0,2013.0,True
Games,Playing Cards,15000.0,2502.0,False
Art,Sculpture,20000.0,546.0,False
Theater,Festivals,15000.0,1.0,False
Crafts,Weaving,95000.0,1000.0,False
Design,Interactive Design,5357.0,94.0,False
Music,Classical Music,700.0,725.0,True
Publishing,Zines,7500.0,0.0,False
Theater,Spaces,3142.0,931.0,False
Theater,Immersive,15000.0,0.0,False
Fashion,Fashion,2000.0,2.0,False
Publishing,Poetry,1000.0,1153.29,True
Comics,Events,5000.0,58.0,False
Film & Video,Drama,18000.0,0.0,False
Film & Video,Movie Theaters,1000000.0,0.0,False
Publishing,Calendars,5000.0,6002.0,True
Film & Video,Webseries,18000.0,0.0,False
Music,Jazz,4000.0,60.0,False
Film & Video,Narrative Film,9000.0,11401.0,True
Games,Playing Cards,4500.0,2010.0,False
Art,Installations,3000.0,2650.0,False
Food,Food Trucks,10000.0,101.0,False
Technology,Camera Equipment,99.0,979.0,True
Dance,Performances,5000.0,544.99,False
Dance,Residencies,3500.0,1.0,False
Music,Country & Folk,3000.0,793.0,False
Food,Bacon,17.0,1.0,False
Art,Textiles,0.0,0.0,False
Theater,Immersive,1.0,61.0,True
Art,Social Practice,15000.0,18548.0,True
Music,World Music,120.0,80.0,False
Music,Rock,700.0,745.66,True
Comics,Webcomics,5750.0,7805.29,True
Music,Kids,3500.0,4044.99,True
Music,Latin,7000.0,7016.0,True
Crafts,Crafts,600.0,600.0,True
Publishing,Poetry,1000.0,0.0,False
Design,Interactive Design,5000.0,1180.0,False
Games,Games,10000.0,11450.0,True
comics,Graphic Novels,6000.0,86.0,False
Fashion,Footwear,53000.0,1.0,False
Music,World Music,1500.0,1983.0,True
Photography,Photobooks,7296.0,1520.0,False
Art,Public Art,11800.0,1596.0,False
Journalism,Web,500.0,225.0,False
Publishing,Academic,1922.0,3.0,False
Film & Video,Documentary,1000.0,1000.0,True
Photography,People,4800.0,1.0,False
Music,World Music,3000.0,315.0,False
Music,World Music,4000.0,4331.0,True
Dance,Dance,15000.0,18537.0,True
Crafts,Weaving,500.0,2331.0,True
comics,Graphic Novels,4000.0,0.0,False
Art,Conceptual Art,1000.0,1430.0,True
Technology,Fabrication Tools,50000.0,340.0,False
Design,Typography,1529.0,298.0,False
Food,Food Trucks,18112.0,0.0,False
Design,graphic design,10000.0,40.0,False
Theater,Theater,10000.0,170.0,False
Fashion,Footwear,24000.0,3.0,False
Film & Video,Film & Video,2875000.0,32.0,False
Publishing,Children's Books,6000.0,6085.0,True
Fashion,Couture,5405.0,5405.0,True
Food,Restaurants,1109.0,2551.0,True
Theater,Theater,6000.0,8070.0,True
Design,Typography,582.0,225.0,False
Games,tabletop games,1000.0,66.0,False
Film & Video,Fantasy,1000.0,0.0,False
Comics,Comics,19000.0,10491.0,False
Fashion,Footwear,18000.0,240.0,False
Film & Video,Science Fiction,15000.0,18503.0,True
Design,Civic Design,12500.0,13026.0,True
Photography,Animals,132300.0,18.8,False
Film & Video,Documentary,40000.0,4412.0,False
Photography,Animals,1500.0,1500.0,True
Theater,Experimental,673.0,673.0,True
Music,Chiptune,3006.0,3841.0,True
Film & Video,webseries,6000.0,8229.0,True
Music,Metal,150.0,663.0,True
Crafts,Crochet,500.0,0.0,False
Art,Sculpture,4000.0,641.0,False
Dance,Spaces,15000.0,0.0,False
Fashion,Childrenswear,800.0,970.0,True
Dance,Performances,150000.0,1043.8,False
Film & Video,Festivals,4200.0,848.11,False
Technology,Apps,5250.0,5253.0,True
Comics,Comic Books,2500.0,7091.0,True
Music,Comedy,3500.0,1035.0,False
Fashion,Pet Fashion,10000.0,10300.0,True
Design,Product Design,12000.0,713.0,False
Crafts,Weaving,300.0,990.0,True
Design,Design,55925.0,36283.0,False
Crafts,Crafts,77020.0,0.0,False
Art,Painting,13500.0,14639.0,True
Publishing,Letterpress,650.0,1173.0,True
Design,Graphic Design,2500.0,3002.0,True
Food,Cookbooks,100.0,404.0,True
Photography,Places,1000.0,1000.0,True
Theater,Comedy,1255.0,1889.75,True
Film & Video,Television,300.0,389.0,True
Dance,Spaces,50000.0,59344.0,True
Publishing,Children's Books,3500.0,3688.0,True
Film & Video,webseries,2500.0,2551.0,False
Crafts,Stationery,35500.0,65.0,False
Film & Video,Movie Theaters,25000000.0,4253.69,False
Music,Latin,10000.0,12764.0,True
Food,Vegan,3000.0,3110.0,True
Journalism,Video,2000.0,2376.0,True
Journalism,Web,17400.0,19936.0,True
Photography,Fine Art,8410.0,335.0,False
Dance,Workshops,1000.0,1274.0,True
Food,Cookbooks,40000.0,100.0,False
Photography,Photobooks,250000.0,0.0,False
Film & Video,Webseries,3150.0,3290.0,True
Music,Metal,2000.0,91.0,False
Art,Digital Art,1500.0,1925.0,True
Technology,3D Printing,2400.0,2400.0,True
Technology,Camera Equipment,100000.0,129190.0,True
Technology,Web,418200.0,11.0,False
Crafts,DIY,10000.0,1568.0,False
Crafts,Knitting,11000.0,3061.0,False
Journalism,Video,250.0,1.0,False
Games,Live Games,4000.0,21307.0,True
Food,Drinks,50000.0,5528.0,False
Art,Mixed Media,4500.0,25.0,False
Dance,Workshops,3600.0,3619.0,True
Fashion,Accessories,300.0,2328.0,True
Publishing,Academic,999.0,0.0,False
Fashion,Apparel,11600.0,13078.0,True
Journalism,Journalism,2500.0,2630.0,True
Music,Kids,1212.0,0.0,False
Publishing,Academic,1500.0,1660.0,True
Film & Video,Horror,5000.0,831.0,False
Technology,Camera Equipment,64000.0,37638.0,False
Comics,Comic Books,5500.0,1745.0,False
Games,Video Games,1000.0,5524.0,True
Art,Ceramics,7777.0,28487.0,True
Dance,Dance,4000.0,255.0,False
Fashion,Fashion,10000.0,3299.0,False
Food,Food,36276.0,40105.0,True
Music,rock,4450.0,25.0,False
Technology,Camera Equipment,30000.0,42202.0,True
Dance,Residencies,1000.0,1.0,False
Technology,Technology,32223.0,0.0,False
Technology,Software,125.0,664.29,True
Publishing,Calendars,10000.0,0.0,False
Food,Community Gardens,400.0,530.0,True
Film & Video,Drama,600.0,601.0,True
Music,Punk,999.0,12.0,False
Publishing,Art Books,600.0,1880.0,True
Games,Gaming Hardware,15000.0,44.0,False
Publishing,Fiction,2200.0,50.0,False
Games,Gaming Hardware,2374648.0,547.0,False
Art,Social Practice,35000.0,43518.8,True
Music,Classical Music,800.0,903.5,True
Food,Farmer's Markets,4000.0,0.0,False
Comics,Anthologies,4000.0,16.0,False
Dance,Spaces,1000.0,250.0,False
Games,Mobile Games,3000.0,3005.0,True
Dance,Workshops,8327.0,14574.0,True
Crafts,DIY,7000.0,30.0,False
Crafts,Pottery,2000.0,0.0,False
Film & Video,Webseries,5500.0,1.0,False
Journalism,Web,3000.0,0.0,False
Music,Indie Rock,6000.0,10016.05,True
Technology,DIY Electronics,25000.0,141758.0,True
Technology,Space Exploration,8615.0,456.0,False
Technology,Software,129739.0,13.0,False
Music,Electronic Music,50.0,357.0,True
Comics,Comic Books,3000.0,72.0,False
Theater,Festivals,1502.0,0.0,False
Publishing,Literary Journals,5000.0,5240.0,True
Games,Live Games,250000.0,0.0,False
Food,Farmer's Markets,2500.0,4088.0,True
Technology,Apps,100000.0,1032.0,False
Music,World Music,15000.0,15635.0,True
Dance,Spaces,25000.0,0.0,False
Photography,People,2500.0,302.0,False
Technology,Web,3243.0,3759.0,True
Art,Installations,7500.0,16251.0,True
Film & Video,Action,1.0,2.0,True
Film & Video,Romance,800.0,807.0,True
Music,Latin,3000.0,3177.0,True
Art,Social Practice,5000.0,814.0,False
Film & Video,Romance,1335.0,0.0,False
Journalism,Photo,40000.0,70301.35,True
Technology,Web,19986.0,8.0,False
Music,Faith,1600.0,1673.0,True
Crafts,Weaving,1000.0,10239.8,True
Publishing,Calendars,10000.0,17132.0,True
Technology,3D Printing,10000.0,672.29,False
Film & Video,Fantasy,1173.0,1181.0,True
Journalism,Web,275.0,600.0,True
Publishing,Translations,1300.0,1305.0,True
Publishing,Radio & Podcasts,3000.0,3096.0,True
Music,Electronic Music,3437.0,3619.0,True
Design,Product Design,125000.0,1048.0,False
Technology,Sound,10000.0,34579.0,True
Crafts,Stationery,10000.0,2260.0,False
Film & Video,narrative film,7500.0,150.0,False
Art,Textiles,2000.0,2896.0,True
Food,Farmer's Markets,2000.0,2382.0,True
Music,Comedy,2500.0,1098.0,False
Film & Video,Shorts,3000.0,3290.0,True
Games,Mobile Games,550.0,12390.54,True
Theater,Immersive,1714.0,122.0,False
Food,Events,850.0,2960.0,True
Music,Indie Rock,7500.0,8245.0,True
Publishing,Calendars,4000.0,4492.0,True
Art,Art,5500.0,86.0,False
Food,Bacon,30000.0,35643.36,True
Art,Mixed Media,7700.0,20.0,False
Film & Video,Narrative Film,8000.0,8000.0,True
Film & Video,Family,20000.0,21135.74,True
Art,Performance Art,1000.0,2600.0,True
Crafts,Knitting,10000.0,3256.0,False
Technology,Gadgets,7000.0,4127.0,False
Music,rock,5000.0,0.0,False
Design,Toys,5000.0,76.0,False
Games,Gaming Hardware,10000.0,6.0,False
Technology,Web,16000.0,16687.0,True
Art,Sculpture,800.0,1083.0,True
Publishing,Fiction,500.0,1580.0,True
Film & Video,Festivals,20000.0,2855.0,False
Film & Video,Science Fiction,1200.0,1209.0,True
Fashion,Fashion,3408.0,3587.0,True
Crafts,Crafts,3771.0,316.0,False
Music,Jazz,50000.0,440.0,False
Crafts,Stationery,6000.0,6160.0,False
Photography,Photography,2500.0,2750.0,True
Fashion,Apparel,3000.0,1774.0,False
Journalism,Audio,5000.0,100.0,False
Crafts,Crochet,50.0,58.0,False
Art,mixed media,5000.0,0.0,False
Film & Video,Thrillers,13000.0,13119.0,True
Publishing,Publishing,1525.0,1624.0,True
Film & Video,Television,6000.0,6056.0,True
Technology,Technology,14000.0,14000.0,True
Technology,Gadgets,50000.0,0.0,False
Film & Video,Experimental,3500.0,1751.0,False
Film & Video,Thrillers,51847.0,33277.0,False
Games,Puzzles,15.0,10.0,False
Design,Civic Design,30000.0,33768.0,True
Music,Classical Music,3000.0,0.0,False
Film & Video,Family,14999.0,690.0,False
Art,Video Art,5802.0,17.0,False
Theater,Musical,55000.0,479.0,False
Art,Ceramics,5500.0,61.0,False
Publishing,nonfiction,2000.0,21.0,False
Technology,Robots,3000.0,4652.0,True
Publishing,Letterpress,3500.0,13664.7,True
Comics,Events,10000.0,20251.0,True
Technology,Technology,43608.0,323705.0,True
Music,Jazz,25000.0,81.0,False
Food,Drinks,4000.0,603.0,False
Technology,Software,8725.0,46.0,False
Crafts,Pottery,100.0,1.0,False
Food,Restaurants,15000.0,1117.0,False
Art,Textiles,2000.0,3787.0,True
Film & Video,Comedy,15000.0,101.0,False
Journalism,Photo,10000.0,1745.0,False
Music,Punk,325.0,330.0,True
Music,Pop,1000.0,52.0,False
Technology,Apps,2000.0,2190.0,True
Comics,Webcomics,1000.0,162.0,False
Dance,Residencies,1000.0,100.0,False
Technology,Fabrication Tools,125000.0,349499.0,True
Music,Electronic Music,2000.0,2351.0,True
Music,Punk,500.0,519.0,True
Food,Food,10000.0,13250.0,True
Technology,Technology,5000.0,7.0,False
Technology,Fabrication Tools,70000.0,50.0,False
Film & Video,Shorts,7000.0,7101.0,True
Film & Video,Action,50000.0,2.0,False
Journalism,Audio,23180.0,27387.0,True
Film & Video,Comedy,10000.0,0.0,False
Art,Mixed Media,296.0,317.0,True
Music,Country & Folk,20000.0,670.0,False
Film & Video,Shorts,2500.0,3019.0,True
Crafts,Woodworking,4500.0,1625.0,False
Photography,Photobooks,1200.0,2580.0,True
Art,Ceramics,250.0,25.0,False
Photography,Places,12500.0,16830.0,True
Art,Conceptual Art,2500.0,2930.0,True
Film & Video,Festivals,5500.0,101.0,False
Food,Farms,3000.0,66.0,False
Music,Kids,100.0,1.0,False
Food,Drinks,10000.0,11660.0,True
Music,Rock,1000.0,1.0,False
Technology,Hardware,25000.0,29274.0,True
Food,Bacon,7.0,146.0,True
Games,Video Games,10000.0,0.0,False
Publishing,Nonfiction,3000.0,3821.0,True
Music,Blues,10000.0,1938.0,False
Music,Music,4000.0,384.0,False
Music,Jazz,700.0,1871.0,True
Food,Food,70000.0,107534.0,True
Theater,Comedy,14000.0,14745.0,True
Fashion,Apparel,15000.0,16759.32,True
Art,Digital Art,5000.0,5097.0,True
Film & Video,Animation,20000.0,22349.01,True
Publishing,Zines,250.0,1760.0,True
Food,Farmer's Markets,17463.0,0.0,False
Fashion,Apparel,15000.0,15072.0,True
Crafts,Crafts,3500.0,7056.0,True
Theater,Immersive,5000.0,5002.0,True
Dance,Residencies,3250.0,18.0,False
Music,indie rock,5200.0,0.0,False
Fashion,Ready-to-wear,10000.0,0.0,False
Design,Graphic Design,7605.0,228.0,False
Food,Bacon,300000.0,10.0,False
Photography,Animals,12000.0,12183.0,True
Crafts,Weaving,550.0,573.0,True
Technology,Apps,25000.0,3090.0,False
Theater,Comedy,3499.0,3505.0,True
Art,Social Practice,190000.0,202030.5,True
Film & Video,Shorts,150000.0,0.0,False
Fashion,Accessories,5000.0,50.0,False
Art,Video Art,2146.0,2146.0,True
Dance,Workshops,3000.0,10.0,False
Art,Public Art,3000.0,0.0,False
Crafts,Woodworking,1000.0,587.0,False
Crafts,Crafts,500.0,12.0,False
Design,Architecture,2356.0,2531.0,True
Journalism,Web,130000.0,14234.32,False
Film & Video,Thrillers,400000.0,1.29,False
comics,Comic Books,1750.0,1769.0,True
Games,Tabletop Games,60.0,390.0,True
Technology,DIY Electronics,3000.0,1475.29,False
Film & Video,Experimental,600.0,72.5,False
Music,Blues,7000.0,7095.0,True
Technology,DIY Electronics,6500.0,37.0,False
Fashion,Ready-to-wear,5000.0,501.0,False
Film & Video,Science Fiction,400.0,561.0,True
Art,Mixed Media,2794.0,26.0,False
Theater,Spaces,70000.0,0.0,False
Journalism,Web,6106.0,1401.0,False
Comics,Comic Books,2400.0,24.0,False
Publishing,Anthologies,500.0,1801.0,True
Design,Civic Design,155000.0,4957.0,False
Technology,Space Exploration,6000.0,18637.0,True
Games,Tabletop Games,50000.0,28557.0,False
Photography,Photobooks,9250.0,952.0,False
Publishing,Translations,10000.0,2035.0,False
Food,Events,1500.0,1540.0,True
Fashion,Ready-to-wear,8500.0,1551.0,False
Publishing,Radio & Podcasts,200.0,962.0,True
Theater,Comedy,2000.0,2247.0,True
Theater,Theater,30000.0,111.0,False
Publishing,Letterpress,40000.0,41004.0,True
Art,Installations,2000.0,3350.0,True
Publishing,Children's Books,10000.0,1875.0,False
Publishing,Anthologies,15500.0,17212.0,True
Comics,Graphic Novels,2700.0,3606.0,True
Art,Mixed Media,1200.0,0.0,False
Crafts,Embroidery,400.0,860.0,True
Photography,Fine Art,15000.0,15769.0,True
Games,Video Games,330.0,24.0,False
Music,Faith,7000.0,785.0,False
Food,Drinks,30000.0,36459.0,True
Journalism,Audio,250.0,1.0,False
Technology,Web,20000.0,21443.0,True
Food,Bacon,265.0,265.0,True
Crafts,Weaving,1000.0,1000.0,True
Technology,Sound,4000000.0,5129476.0,True
Crafts,Knitting,200.0,1830.0,True
Crafts,DIY,150.0,181.0,True
Food,Community Gardens,5900.0,196.0,False
Games,Live Games,50.0,213.0,True
Music,Chiptune,30000.0,37501.0,True
Music,Punk,8000.0,9802.0,True
Games,Games,15000.0,9654.0,False
Film & Video,Fantasy,1742.0,1806.0,True
Music,Music,5000.0,9242.0,True
Crafts,Woodworking,5000.0,0.0,False
Music,Pop,7500.0,7568.0,True
Dance,Residencies,1000.0,1400.0,True
Art,Mixed Media,1500.0,865.0,False
Fashion,Jewelry,4000.0,4187.0,True
Photography,Photography,5043.0,34.0,False
Photography,Photography,10000.0,172.0,False
Publishing,Letterpress,50000.0,1.0,False
Art,Art,4000.0,0.0,False
Publishing,Literary Spaces,16500.0,24161.0,True
Film & Video,Science Fiction,5000.0,168.0,False
Publishing,Children's Books,7400.0,9672.0,True
Crafts,Crafts,260.0,375.0,True
Fashion,Pet Fashion,1000.0,0.0,False
Food,Food Trucks,8500.0,10567.29,True
Music,Pop,200000.0,18.8,False
Technology,Camera Equipment,30000.0,1055480.0,True
Art,Video Art,58500.0,18.8,False
Dance,Residencies,3210.0,3263.0,True
Music,Electronic Music,100000.0,120612.5,True
Publishing,Calendars,10000.0,4382.0,False
Art,Installations,7200.0,18975.0,True
Journalism,Print,750.0,775.0,True
Technology,Camera Equipment,5000.0,23262.0,True
Theater,Musical,7000.0,9500.0,True
Dance,Performances,1000.0,53.0,False
Art,Conceptual Art,8200.0,0.0,False
Art,Digital Art,2500.0,2559.0,True
Crafts,Quilts,25000.0,100.0,False
Theater,Experimental,8000.0,0.0,False
Design,Civic Design,50000.0,0.0,False
Music,Faith,1800.0,225.0,False
Photography,Animals,1850.0,3523.0,True
Technology,Camera Equipment,4000.0,70.0,False
Comics,Anthologies,5000.0,0.0,False
Food,Bacon,650.0,770.0,True
Art,Public Art,35000.0,3.0,False
Games,Live Games,500.0,1305.0,True
Film & Video,Horror,1000.0,22.0,False
Crafts,Taxidermy,5000.0,9332.0,True
Theater,Theater,5000.0,0.0,False
Comics,Graphic Novels,10000.0,10.0,False
Fashion,Childrenswear,5000.0,6515.0,True
Music,indie rock,4000.0,100.0,False
Publishing,Comedy,666.0,1377.0,True
Art,Mixed Media,5000.0,740.0,False
Food,Vegan,8000.0,107.0,False
Technology,3D Printing,5000.0,7105.0,True
Publishing,Fiction,300.0,311.5,True
Food,Farmer's Markets,2000.0,0.0,False
Music,Jazz,2500.0,28.0,False
Art,Ceramics,20000.0,0.0,False
Film & Video,Shorts,3638.0,3770.0,True
Food,Farms,6000.0,1531.0,False
Crafts,Candles,150.0,282.0,True
Art,Mixed Media,7000.0,7375.0,True
Art,Ceramics,25000.0,27200.0,True
Film & Video,Animation,8900.0,8900.0,True
Design,Interactive Design,15000.0,2792.0,False
Music,Punk,2000.0,317.0,False
Dance,Dance,1500.0,1.0,False
Technology,Flight,125000.0,125021.0,True
Publishing,Young Adult,1000.0,1.0,False
Film & Video,Documentary,15000.0,0.0,False
Design,Toys,3000.0,726.0,False
Fashion,Childrenswear,2500.0,4606.0,True
Publishing,Calendars,4999.0,28.0,False
Design,Civic Design,5500.0,5762.0,True
Technology,Fabrication Tools,12000.0,14057.0,True
Crafts,Candles,500.0,572.0,True
Dance,Residencies,1549.0,155.0,False
Film & Video,Festivals,500.0,100.0,False
Technology,Gadgets,10000.0,24136.0,True
Journalism,Photo,650.0,650.0,True
Publishing,Poetry,3000.0,250.0,False
Film & Video,Comedy,50000.0,25.0,False
comics,Comic Books,7600.0,1.29,False
Music,Country & Folk,8000.0,9965.0,True
Film & Video,documentary,500.0,661.02,True
Technology,Software,79479.0,527.0,False
Film & Video,Horror,10000.0,10106.0,True
Art,Mixed Media,5000.0,150.0,False
Journalism,Video,6000.0,6145.0,True
Publishing,Academic,118000.0,170.0,False
Theater,Immersive,20000.0,4470.0,False
Design,product design,100000.0,10.0,False
Technology,Apps,99.0,116.0,True
Art,Mixed Media,1000.0,343.0,False
Film & Video,Science Fiction,50000.0,3207.29,False
Publishing,Literary Spaces,15000.0,17165.0,True
Journalism,Audio,25000.0,28651.0,True
Design,Product Design,40000.0,137190.0,True
Fashion,Apparel,2000.0,2031.0,True
Music,Music,1000.0,1151.0,True
Music,Classical Music,5000.0,703.0,False
Publishing,Radio & Podcasts,500.0,381.0,False
Technology,Sound,50000.0,167751.0,True
Journalism,Photo,719.0,97.0,False
Technology,Web,10000.0,0.0,False
Film & Video,Documentary,2000.0,190.29,False
Film & Video,Television,35977.0,40.0,False
Publishing,Periodicals,25000.0,651.0,False
Music,indie rock,6000.0,0.0,False
Dance,Dance,3000.0,0.0,False
Food,Farms,500.0,2236.0,True
Publishing,Fiction,2500.0,2500.0,True
Food,Farms,50000.0,51.0,False
Crafts,Embroidery,5000.0,2.0,False
Film & Video,Action,500000.0,207.0,False
Publishing,Zines,3030.0,0.0,False
Music,Jazz,2500.0,2599.0,True
Art,Social Practice,50000.0,51381.17,True
Fashion,Accessories,15000.0,1.0,False
Food,Food,30000.0,5480.0,False
Food,Small Batch,5000.0,5145.0,True
Crafts,Woodworking,500.0,15.0,False
Games,Playing Cards,6000.0,6171.37,True
Crafts,Quilts,5000.0,70.0,False
Art,Installations,5000.0,126.0,False
Music,Faith,850.0,850.0,True
Publishing,Young Adult,21940.0,0.0,False
Publishing,Children's Books,3500.0,3601.0,True
Food,Farmer's Markets,6000.0,1041.0,False
Publishing,Anthologies,2500.0,121.0,False
Music,Comedy,600.0,1238.0,True
Art,Sculpture,4795.0,4898.0,True
Film & Video,Fantasy,2000.0,2000.0,True
Publishing,Literary Journals,3500.0,1.0,False
Publishing,Children's Books,7000.0,10.0,False
Photography,Animals,2200.0,3927.0,True
Design,Interactive Design,7000.0,26349.0,True
Theater,Festivals,5000.0,5185.0,True
Publishing,Fiction,500.0,596.0,True
Art,Performance Art,5000.0,5146.0,True
Journalism,Photo,100000.0,1.0,False
Theater,Plays,900.0,905.0,True
Film & Video,Thrillers,3000.0,3045.0,True
Design,Architecture,55000.0,121831.0,True
Film & Video,Romance,25000.0,27226.0,True
Technology,Apps,5485.0,5526.0,True
Art,Conceptual Art,3000.0,417.0,False
Theater,Immersive,6000.0,6401.0,True
Food,Events,5000.0,5335.0,True
Film & Video,Comedy,3725.0,210.0,False
Film & Video,Action,1507.0,1602.0,True
Film & Video,Experimental,3000.0,4002.0,True
Theater,Theater,3500.0,154.0,False
Comics,Anthologies,10000.0,25.0,False
Music,Music,3000.0,3271.0,True
Music,Hip-Hop,5000.0,6219.0,True
Art,Video Art,6150.0,6195.0,True
Film & Video,Film & Video,250.0,3.0,False
Design,Interactive Design,10000.0,1166.0,False
Film & Video,Horror,3000.0,4110.0,True
Film & Video,Experimental,1000.0,0.0,False
Games,Gaming Hardware,10000.0,66316.0,True
Design,Interactive Design,1941.0,2107.0,True
Comics,Comics,14000.0,4637.0,False
Technology,3D Printing,100000.0,1438765.14,True
Publishing,Poetry,200.0,0.0,False
Crafts,Glass,2500.0,3352.0,True
Technology,Apps,2500.0,3166.0,True
Music,Latin,27124.0,0.0,False
Art,Art,10000.0,2934.0,False
Film & Video,Comedy,50000.0,52553.01,True
Design,Product Design,4500.0,146.0,False
Publishing,Radio & Podcasts,100.0,100.0,True
Design,Design,3195.0,84.0,False
Music,Music,9500.0,9755.0,True
Food,Food Trucks,9000.0,1185.0,False
Design,Typography,400.0,0.0,False
Photography,Photography,2500.0,2605.0,True
Music,Country & Folk,3500.0,3965.0,True
Film & Video,Festivals,3200.0,846.0,False
Film & Video,Comedy,21150.0,604.0,False
Film & Video,Shorts,5000.0,5598.0,True
Music,Latin,20000.0,20125.0,True
Technology,Flight,1109.0,1.0,False
Film & Video,Music Videos,10000.0,33837.0,True
Food,Events,25.0,1.0,False
Music,Faith,700.0,30.0,False
Film & Video,Movie Theaters,40000.0,43995.0,True
Music,Jazz,12500.0,12805.0,True
Crafts,Pottery,15000.0,0.0,False
Journalism,Web,900.0,60.0,False
Art,Performance Art,6000.0,6715.0,True
Film & Video,Shorts,660.0,671.0,True
Journalism,Journalism,771.0,8.0,False
Publishing,Young Adult,2500.0,2500.0,True
Photography,Animals,100.0,2442.0,True
Photography,People,1000.0,1141.0,True
Games,Tabletop Games,50000.0,1057976.0,True
Games,video games,25000.0,35.0,False
Music,Faith,30000.0,49855.63,True
Art,Art,10000.0,11303.0,True
Theater,Musical,22000.0,881.0,False
Journalism,Video,1500.0,240.0,False
Film & Video,Romance,50000.0,52136.33,True
Film & Video,Science Fiction,750.0,28.0,False
Publishing,Literary Journals,5000.0,26.0,False
Film & Video,Movie Theaters,80000.0,88240.69,True
Comics,Comic Books,5639.0,2417.0,False
Comics,Webcomics,30000.0,37055.2,True
Music,Chiptune,1500.0,1.0,False
Music,Comedy,50.0,0.0,False
Music,Blues,2100.0,65.0,False
Film & Video,narrative film,115000.0,10.0,False
Journalism,Photo,10000.0,6.0,False
Music,Country & Folk,4000.0,4340.0,True
Crafts,Stationery,500.0,0.0,False
Art,Ceramics,2000.0,0.0,False
Film & Video,Comedy,3500.0,10.0,False
Art,Video Art,5000.0,5417.77,True
Technology,Gadgets,50000.0,3556.5,False
Food,Events,3500.0,3506.0,True
Comics,Graphic Novels,5000.0,341.0,False
Film & Video,Festivals,800.0,1080.0,True
Theater,Spaces,12000.0,1827.0,False
Art,Installations,2000.0,2360.0,True
Comics,Graphic Novels,125000.0,34080.39,False
Crafts,Embroidery,1719.0,1877.0,True
Crafts,Crochet,21.0,36.0,True
Technology,Flight,14180.0,14772.0,True
Games,tabletop games,84700.0,21759.0,False
Food,Small Batch,4000.0,218.0,False
Publishing,Nonfiction,6500.0,275.0,False
Publishing,Literary Spaces,4000.0,16.0,False
Dance,Performances,293.0,59.0,False
Film & Video,Family,2500.0,4046.0,True
Publishing,Periodicals,5500.0,0.0,False
Photography,Fine Art,1000.0,1.0,False
Crafts,Crochet,74.0,48.0,False
Crafts,Woodworking,5000.0,5304.0,True
Crafts,Knitting,5000.0,2550.0,False
Comics,Comics,3977.0,7.0,False
Photography,Fine Art,85387.0,171.0,False
Crafts,Crafts,1000.0,1290.0,True
Technology,Hardware,16000.0,33393.0,True
Crafts,Crafts,450.0,625.0,True
Photography,Places,5000.0,26.0,False
Crafts,Quilts,300000.0,15187829.0,True
Theater,Festivals,1000.0,78.0,False
Design,product design,37000.0,1232.0,False
Film & Video,Drama,1500.0,250.0,False
Photography,People,3800.0,0.0,False
Art,Conceptual Art,900.0,1240.0,True
Technology,Robots,30000.0,60.0,False
Music,Country & Folk,3000.0,1158.0,False
Crafts,Taxidermy,15487.0,2781.0,False
Art,Video Art,1500.0,1550.0,True
Games,Gaming Hardware,30000.0,267198.0,True
Technology,DIY Electronics,16022.0,1175.0,False
Music,Comedy,7000.0,8200.0,True
Journalism,Print,7500.0,10.0,False
Technology,Gadgets,30000.0,1353798.0,True
